Date,Value,,,,,
2560,24.2805,34.2805,,,,
2561,24.0525,34.0525,,,,
2562,23.8304,33.8304,,,,
2563,23.6142,33.6142,,,,
2564,23.4036,33.4036,,,,
2565,23.1986,33.1986,,,,
2566,22.9991,32.9991,,,,
2567,22.8048,32.8049,,,,
2568,22.6157,32.6157,,,,
2569,22.4314,32.4314,,,,
2570,22.2518,32.2518,,,,
2571,22.2319,32.2319,,,,
2572,22.0655,32.0655,,,,
2573,21.9015,31.9015,,,,
2574,21.7402,31.7402,,,,
2575,21.5812,31.5812,,,,
2576,21.4247,31.4247,,,,
2577,21.2709,31.2709,,,,
2578,21.1409,31.1409,,,,
2579,20.994,30.994,,,,
2580,20.8997,30.8997,,,,
2581,20.7575,30.7575,,,,
2582,20.6171,30.6171,,,,
2583,20.5218,30.5218,,,,
2584,20.4072,30.4072,,,,
2585,20.2765,30.2765,,,,
2586,20.1688,30.1688,,,,
2587,20.2456,30.2456,,,,
2588,20.2646,30.2646,,,,
2589,20.2769,30.2769,,,,
2590,20.3104,30.3104,,,,
2591,20.4593,30.4593,,,,
2592,20.3263,30.3263,,,,
2593,21.453,31.453,,,,
2594,21.5665,31.5665,,,,
2595,24.0267,34.0267,,,,
2596,24.7304,34.7304,,,,
2597,24.8181,34.8181,,,,
2598,24.9995,34.9995,,,,
2599,25.231,35.231,,,,
2600,25.8181,35.8181,,,,
2601,26.1638,36.1638,,,,
2602,29.2023,39.2023,,,,
2603,30.6202,40.6202,,,,
2604,31.3557,41.3557,,,,
2605,31.7736,41.7736,,,,
2606,31.9066,41.9066,,,,
2607,31.9497,41.9497,,,,
2608,32.309,42.309,,,,
2609,33.0618,43.0618,,,,
2610,33.3378,43.3378,,,,
2611,33.9366,43.9366,,,,
2612,34.7703,44.7703,,,,
2613,34.4966,44.4966,,,,
2614,34.8317,44.8317,,,,
2615,34.6024,44.6024,,,,
2616,34.1163,44.1163,,,,
2617,33.9188,43.9188,,,,
2618,35.6806,45.6806,,,,
2619,35.0875,45.0875,,,,
2620,35.1147,45.1147,,,,
2621,35.2689,45.2689,,,,
2622,35.1591,45.1591,,,,
2623,35.0057,45.0057,,,,
2624,34.873,44.873,,,,
2625,35.4242,45.4242,,,,
2626,35.7974,45.7974,,,,
2627,35.9473,45.9473,,,,
2628,35.5536,45.5536,,,,
2629,38.1614,48.1614,,,,
2630,39.9951,49.9951,,,,
2631,40.272,50.272,,,,
2632,39.7267,49.7267,,,,
2633,39.3105,49.3105,,,,
2634,39.2004,49.2004,,,,
2635,39.6899,49.6899,,,,
2636,41.5796,51.5796,,,,
2637,42.8194,52.8194,,,,
2638,44.8164,54.8164,,,,
2639,46.4156,56.4156,,,,
2640,48.269,58.269,,,,
2641,49.1902,59.1902,,,,
2642,49.2126,59.2126,,,,
2643,49.1261,59.1261,,,,
2644,50.1562,60.1562,,,,
2645,52.949,62.949,,,,
2646,57.425,67.425,,,,
2647,61.3961,71.3961,,,,
2648,68.9768,78.9768,,,,
2649,79.4478,89.4478,,,,
2650,84.109,94.109,,,,
2651,82.7465,92.7465,,,,
2652,81.2785,91.2784,,,,
2653,79.6312,89.6312,,,,
2654,78.1107,88.1107,,,,
2655,77.9626,87.9626,,,,
2656,76.4093,86.4093,,,,
2657,75.4163,85.4163,,,,
2658,74.0857,84.0857,,,,
2659,73.1221,83.1221,,,,
2660,73.325,83.325,,,,
2661,72.8245,82.8245,,,,
2662,74.9148,84.9149,,,,
2663,77.0383,87.0383,,,,
2664,76.2925,86.2925,,,,
2665,76.4763,86.4763,,,,
2666,75.6355,85.6355,,,,
2667,75.5539,85.5539,,,,
2668,75.9392,85.9392,,,,
2669,74.7773,84.7773,,,,
2670,73.0604,83.0604,,,,
2671,72.2615,82.2615,,,,
2672,72.4708,82.4708,,,,
2673,74.8792,84.8792,,,,
2674,73.6781,83.6781,,,,
2675,73.5924,83.5924,,,,
2676,76.1829,86.1829,,,,
2677,75.7876,85.7876,,,,
2678,75.7981,85.7981,,,,
2679,78.7798,88.7798,,,,
2680,79.2009,89.2009,,,,
2681,83.6953,93.6953,,,,
2682,90.0465,100.0465,,,,
2683,89.5091,99.5092,,,,
2684,88.8183,98.8183,,,,
2685,90.5253,100.5253,,,,
2686,90.4695,100.4695,,,,
2687,90.0357,100.0357,,,,
2688,90.374,100.374,,,,
2689,93.0462,103.0462,,,,
2690,91.8458,101.8458,,,,
2691,91.3476,101.3476,,,,
2692,90.0849,100.0849,,,,
2693,86.4469,96.4469,,,,
2694,86.1872,96.1872,,,,
2695,86.7373,96.7373,,,,
2696,91.717,101.717,,,,
2697,90.659,100.659,,,,
2698,105.616,95.287422,,,,
2699,111.573,127.250824,,,,
2700,119.746,100.995178,,,,
2701,119.269,77.8217,,,,
2702,123.224,61.84,,,,
2703,122.031,71.5431747,,,,
2704,126.756,54.64823,,,,
2705,126.199,52.47929,,,,
2706,128.483,51.4519,,,,
2707,129.948,51.10943,,,,
2708,132.326,48.8263245,,,,
2709,133.52,53.1642151,,,,
2710,137.102,58.75781,,,,
2711,141.504,62.86739,,,,
2712,147.236,71.0865555,,,,
2713,141.174,89.579666,,,,
2714,146.07,99.853622,,,,
2715,145.412,102.136719,,,,
2716,162.383,119.259979,,,,
2717,156.955,122.195938,,,,
2718,159.924,167.205078,,,,
2719,166.052,122.921982,,,,
2720,165.825,164.921982,,,,
2721,164.232,195.743835,,,,
2722,157.322,192.319183,,,,
2723,170.375,265.3784,,,,
2724,174.471,259.670654,,,,
2725,200.066,252.1362,,,,
2726,200.434,298.483368,,,,
2727,193.903,284.78476,,,,
2728,187.829,202.59314,,,,
2729,181.948,153.506485,,,,
2730,180.766,155.789581,,,,
2731,176.511,208.300888,,,,
2732,170.162,263.0953,,,,
2733,166.204,211.72554,,,,
2734,164.655,242.5474,,,,
2735,174.368,295.058716,,,,
2736,168.915,234.556549,,,,
2737,167.051,267.6615,,,,
2738,173.117,269.579163,,,,
2739,181.756,261.588318,,,,
2740,193.058,357.478516,,,,
2741,194.135,282.592621,,,,
2742,218.465,251.314362,,,,
2743,219.357,291.268616,,,,
2744,221.688,304.967224,,,,
2745,258.776,333.505981,,,,
2746,251.707,310.674957,,,,
2747,250.057,303.825653,,,,
2748,265.802,291.268616,,,,
2749,272.131,292.410156,,,,
2750,256.479,258.163666,,,,
2751,245.257,263.8714,,,,
2752,242.848,319.807373,,,,
2753,256.658,260.446747,,,,
2754,257.969,277.57,,,,
2755,278.219,317.9807,,,,
2756,301.96,357.478516,,,,
2757,308.821,300.401031,,,,
2758,329.236,360.903168,,,,
2759,328.533,313.4145,,,,
2760,313.154,315.6976,,,,
2761,316.301,453.3687,,,,
2762,332.01,399.715881,,,,
2763,350.896,395.1497,,,,
2764,340.275,459.0765,,,,
2765,332.284,467.0673,,,,
2766,331.399,443.0948,,,,
2767,333.965,428.71106,,,,
2768,349.543,412.7294,,,,
2769,351.815,377.3413,,,,
2770,336.189,425.971558,,,,
2771,343.621,429.3962,,,,
2772,355.186,399.715881,,,,
2773,364.038,444.692749,,,,
2774,359.563,394.008118,,,,
2775,361.27,341.496826,,,,
2776,351.833,342.638367,,,,
2777,343.689,349.487671,,,,
2778,324.615,331.22287,,,,
2779,312.665,334.647522,,,,
2780,318.129,334.647522,,,,
2781,301.854,326.656677,,,,
2782,309.423,403.5969,,,,
2783,308.364,437.843445,,,,
2784,338.526,456.7934,,,,
2785,373.578,372.659,,,,
2786,384.501,452.3658,,,,
2787,415.558,389.8984,,,,
2788,410.69,431.36,,,,
2789,408.662,381.9075,,,,
2790,387.991,341.496826,,,,
2791,375.12,336.930634,,,,
2792,365.945,311.816528,,,,
2793,358.233,340.3553,,,,
2794,340.686,310.674957,,,,
2795,318.386,344.921478,,,,
2796,314.36,378.026428,,,,
2797,331.168,415.6976,,,,
2798,355.602,421.861755,,,,
2799,332.897,381.45108,,,,
2800,361.056,389.2132,,,,
2801,346.467,390.5835,,,,
2802,343.894,387.158844,,,,
2803,345.493,446.5195,,,,
2804,324.317,399.715881,,,,
2805,361.594,446.2907,,,,
2806,356.216,393.323,,,,
2807,352.526,380.30954,,,,
2808,343.009,404.282074,,,,
2809,329.837,346.063019,,,,
2810,333.307,379.167969,,,,
2811,313.791,300.401031,,,,
2812,294.68,270.7207,,,,
2813,278.448,246.748169,,,,
2814,261.439,265.01297,,,,
2815,245.94,238.7573,,,,
2816,243.565,209.077,,,,
2817,231.607,201.086151,,,,
2818,235.677,188.529083,,,,
2819,231.383,170.264282,,,,
2820,237.696,225.058716,,,,
2821,226.094,173.688934,,,,
2822,214.072,148.574844,,,,
2823,197.251,122.319183,,,,
2824,203.807,132.59314,,,,
2825,205.299,222.318665,,,,
2826,242.115,295.6061,,,,
2827,273.696,322.090485,,,,
2828,264.25,336.930634,,,,
2829,259.149,295.3774,,,,
2830,273.901,280.30954,,,,
2831,262.094,291.268616,,,,
2832,261.356,247.8897,,,,
2833,247.356,247.1136,,,,
2834,241.789,224.2826,,,,
2835,233.739,218.574844,,,,
2836,229.087,217.433289,,,,
2837,226.095,209.442444,,,,
2838,223.18,202.59314,,,,
2839,216.415,184.328339,,,,
2840,204.766,175.195938,,,,
2841,204.774,172.912827,,,,
2842,193.437,171.771286,,,,
2843,205.17,182.045242,,,,
2844,195.782,175.195938,,,,
2845,184.29,168.346634,,,,
2846,172.251,159.214233,,,,
2847,169.295,156.931137,,,,
2848,160.931,153.506485,,,,
2849,153.818,140.949432,,,,
2850,145.529,134.100128,,,,
2851,137.391,128.39238,,,,
2852,127.773,124.967728,,,,
2853,118.893,121.543076,,,,
2854,110.924,115.835327,,,,
2855,103.766,111.269119,,,,
2856,97.1682,106.702927,,,,
2857,93.6763,102.136719,,,,
2858,90.0748,102.136719,,,,
2859,88.54,100.995178,,,,
2860,84.9932,97.570518,,,,
2861,81.908,95.287422,,,,
2862,77.36,91.86277,,,,
2863,73.1724,89.579666,,,,
2864,69.2269,86.155022,,,,
2865,65.7186,81.474663,,,,
2866,62.9719,77.8217,,,,
2867,62.3109,74.625359,,,,
2868,63.6331,72.91304,,,,
2869,60.7173,70.17332,,,,
2870,59.6365,67.09113,,,,
2871,58.5346,65.49296,,,,
2872,56.7639,63.66648,,,,
2873,55.2033,60.92676,,,,
2874,52.7807,57.95873,,,,
2875,50.5569,55.44732,,,,
2876,48.5224,53.62084,,,,
2877,46.6588,52.1368256,,,,
2878,45.8224,51.79436,,,,
2879,44.1828,50.65281,,,,
2880,42.7879,48.94048,,,,
2881,41.4142,48.8263245,,,,
2882,40.1474,47.114006,,,,
2883,38.9851,45.17337,,,,
2884,37.9055,43.4610443,,,,
2885,36.9149,41.17794,,,,
2886,35.9932,39.12315,,,,
2887,35.1437,37.86745,,,,
2888,34.3535,37.18252,,,,
2889,33.626,37.52498,,,,
2890,32.9498,37.18252,,,,
2891,32.3211,35.92681,,,,
2892,31.7348,35.92681,,,,
2893,31.1889,34.6711044,,,,
2894,30.6783,33.4154,,,,
2895,30.2013,33.072937,,,,
2896,29.755,33.072937,,,,
2897,29.3366,30.90399,,,,
2898,28.9438,28.39258,,,,
2899,28.5741,27.25103,,,,
2900,28.2257,33.88117,,,,
2901,27.8966,32.6254654,,,,
2902,27.585,32.0546875,,,,
2903,27.2896,31.4839134,,,,
2904,27.0093,32.0546875,,,,
2905,26.7419,31.2556038,,,,
2906,26.4868,29.7715874,,,,
2907,26.2428,29.7715874,,,,
2908,26.009,28.63004,,,,
2909,25.7846,26.4610939,,,,
2910,25.5688,25.6620064,,,,
2911,25.3609,24.634613,,,,
2912,25.1602,24.634613,,,,
2913,24.9661,23.8355255,,,,
2914,24.779,23.26475,,,,
2915,24.5964,23.03644,,,,
2916,24.419,22.4656677,,,,
2917,24.2464,20.98165,,,,
2918,24.0781,20.6391869,,,,
2919,23.9139,21.43827,,,,
2920,23.7534,20.98165,,,,
2921,23.5963,19.954258,,,,
2922,23.4424,29.15517,,,,
2923,23.2915,38.69855,,,,
2924,23.1434,38.0136223,,,,
2925,23.1801,38.0136223,,,,
2926,23.2333,37.4428444,,,,
2927,23.3322,37.2145348,,,,
2928,23.2668,36.7579155,,,,
2929,23.1534,36.5296059,,,,
2930,23.0151,39.0410156,,,,
2931,22.8741,36.7579155,,,,
2932,22.7302,36.3012962,,,,
2933,22.5854,35.5022125,,,,
2934,22.4398,35.5022125,,,,
2935,22.2944,35.04559,,,,
2936,22.1495,34.81728,,,,
2937,22.0055,34.36066,,,,
2938,21.8623,33.5615768,,,,
2939,21.7205,33.1049538,,,,
2940,21.9456,32.8766441,,,,
2941,22.1608,32.4200249,,,,
2942,22.198,32.4200249,,,,
2943,22.123,31.9634056,,,,
2944,22.0099,31.9634056,,,,
2945,21.8741,31.39263,,,,
2946,21.8018,31.39263,,,,
2947,21.6817,30.7077,,,,
2948,21.5357,30.47939,,,,
2949,22.358,30.02277,,,,
2950,22.4452,30.02277,,,,
2951,22.3679,30.25108,,,,
2952,22.2101,30.02277,,,,
2953,22.3633,29.79446,,,,
2954,22.3359,29.56615,,,,
2955,22.3096,29.56615,,,,
2956,22.2838,29.56615,,,,
2957,22.3108,28.88122,,,,
2958,22.3016,28.88122,,,,
2959,22.3086,28.3104439,,,,
2960,22.3572,28.0821342,,,,
2961,22.1932,27.625515,,,,
2962,22.0089,27.3972054,,,,
2963,21.8183,26.9405842,,,,
2964,21.6248,26.9405842,,,,
2965,21.4299,26.9405842,,,,
2966,21.2347,26.4839649,,,,
2967,21.0402,26.1414986,,,,
2968,20.8472,25.5707245,,,,
2969,20.6562,24.7716389,,,,
2970,20.6967,25.1141033,,,,
2971,20.7327,27.625515,,,,
2972,21.2139,27.3972054,,,,
2973,21.0557,26.9405842,,,,
2974,20.985,26.7122746,,,,
2975,20.9721,27.8538246,,,,
2976,21.0402,29.56615,,,,
2977,21.4145,28.0821342,,,,
2978,21.5422,27.3972054,,,,
2979,21.3503,26.7122746,,,,
2980,21.3645,25.7990341,,,,
2981,21.4959,26.7122746,,,,
2982,21.6433,28.65291,,,,
2983,21.7441,31.6209412,,,,
2984,21.8149,32.30587,,,,
2985,22.0049,32.07756,,,,
2986,22.7036,28.65291,,,,
2987,23.3842,27.3972054,,,,
2988,23.5217,26.7122746,,,,
2989,23.781,25.7990341,,,,
2990,26.741,26.7122746,,,,
2991,26.7314,28.65291,,,,
2992,27.7532,31.6209412,,,,
2993,28.4669,32.30587,,,,
2994,28.936,32.07756,,,,
2995,29.9056,28.65291,,,,
2996,31.8205,27.625515,,,,
2997,32.0664,28.0821342,,,,
2998,31.5771,30.7077,,,,
2999,31.0349,32.76249,,,,
3000,30.9556,31.735096,,,,
3001,31.7719,33.447422,,,,
3002,31.7932,34.81728,,,,
3003,31.9207,33.1049538,,,,
3004,33.3229,33.2191124,,,,
3005,33.8122,30.93601,,,,
3006,33.2126,29.56615,,,,
3007,32.8171,29.10953,,,,
3008,33.0622,29.79446,,,,
3009,33.2358,30.25108,,,,
3010,33.543,30.47939,,,,
3011,34.0349,28.65291,,,,
3012,33.7146,28.0821342,,,,
3013,34.2862,27.8538246,,,,
3014,34.2988,26.9405842,,,,
3015,35.7212,26.9405842,,,,
3016,36.1184,31.16432,,,,
3017,35.638,31.84925,,,,
3018,35.4227,31.6209412,,,,
3019,34.8867,37.4428444,,,,
3020,34.5509,35.95883,,,,
3021,34.2372,34.81728,,,,
3022,36.2961,33.5615768,,,,
3023,38.8561,33.1049538,,,,
3024,43.0376,33.5615768,,,,
3025,44.8578,36.9862251,,,,
3026,45.6256,39.38348,,,,
3027,45.5643,37.6711578,,,,
3028,45.4396,37.4428444,,,,
3029,45.3661,38.2419319,,,,
3030,46.3756,48.5158844,,,,
3031,48.6937,47.6026421,,,,
3032,50.6329,47.031868,,,,
3033,52.4311,48.1734161,,,,
3034,52.3996,48.9725037,,,,
3035,53.0152,54.4519424,,,,
3036,56.7386,59.2464561,,,,
3037,58.8185,62.10033,,,,
3038,60.9153,59.36061,,,,
3039,66.1893,74.54323,,,,
3040,66.5173,80.5934448,,,,
3041,68.4413,72.4884338,,,,
3042,69.2379,68.83548,,,,
3043,68.0737,66.7806854,,,,
3044,67.5494,65.18252,,,,
3045,66.6225,63.92681,,,,
3046,64.0733,62.10033,,,,
3047,63.3207,66.5523758,,,,
3048,63.534,63.3560371,,,,
3049,62.8619,63.5843468,,,,
3050,62.1777,60.50216,,,,
3051,61.8735,64.95421,,,,
3052,62.3403,62.32864,,,,
3053,61.7039,63.01357,,,,
3054,61.0707,67.4656143,,,,
3055,62.473,66.5523758,,,,
3056,62.9013,63.3560371,,,,
3057,63.4945,75.22816,,,,
3058,63.5081,60.01352,,,,
3059,65.0642,54.64823,,,,
3060,65.8202,57.3879547,,,,
3061,66.2086,69.37423,,,,
3062,65.1554,51.4519,,,,
3063,64.538,44.8309,,,,
3064,63.8516,44.4884338,,,,
3065,63.1908,49.62541,,,,
3066,63.2596,49.0546341,,,,
3067,70.2919,55.44732,,,,
3068,77.1863,64.80803,,,,
3069,81.3127,94.145874,,,,
3070,83.0228,61.2692261,,,,
3071,83.5297,65.1505,,,,
3072,83.3586,69.03177,,,,
3073,84.2753,64.00894,,,,
3074,82.2362,54.9907,,,,
3075,81.2968,54.30577,,,,
3076,82.0743,53.1642151,,,,
3077,87.7213,64.80803,,,,
3078,86.8958,70.62994,,,,
3079,86.7994,77.022621,,,,
3080,87.3539,81.588821,,,,
3081,91.9678,106.702927,,,,
3082,119.573,147.798737,,,,
3083,123.15,223.141037,,,,
3084,123.054,229.990356,,,,
3085,156.049,300.766449,,,,
3086,156.123,311.0404,,,,
3087,173.217,275.652344,,,,
3088,181.475,300.766449,,,,
3089,199.896,398.939758,,,,
3090,203.781,356.702423,,,,
3091,207.969,429.761627,,,,
3092,231.116,280.218536,,,,
3093,247.085,579.3047,,,,
3094,248.464,509.670166,,,,
3095,273.932,392.090485,,,,
3096,300.589,350.994659,,,,
3097,312.153,384.0996,,,,
3098,328.802,409.2137,,,,
3099,339.304,424.053864,,,,
3100,346.807,365.8348,,,,
3101,348.656,385.24118,,,,
3102,333.628,397.798218,,,,
3103,337.601,451.45108,,,,
3104,329.925,381.816528,,,,
3105,359.537,417.204559,,,,
3106,433.855,408.072174,,,,
3107,437.633,396.656677,,,,
3108,438.71,362.410156,,,,
3109,459.306,409.2137,,,,
3110,464.719,422.912323,,,,
3111,453.059,410.3553,,,,
3112,446.56,388.665833,,,,
3113,460.251,297.3418,,,,
3114,459.987,430.903168,,,,
3115,472.689,435.4694,,,,
3116,461.553,417.204559,,,,
3117,456.832,530.218,,,,
3118,482.517,460.5835,,,,
3119,467.351,446.8849,,,,
3120,474.365,516.5195,,,,
3121,488.274,505.103943,,,,
3122,485.303,569.030762,,,,
3123,485.349,525.651855,,,,
3124,486.212,471.999,,,,
3125,473.709,511.953247,,,,
3126,474.723,468.574341,,,,
3127,468.595,449.167969,,,,
3128,487.004,441.177124,,,,
3129,475.731,516.5195,,,,
3130,486.536,567.8892,,,,
3131,502.661,566.7476,,,,
3132,476.793,541.365,,,,
3133,469.15,487.9807,,,,
3134,465.305,527.934937,,,,
3135,473.105,507.5236,,,,
3136,465.437,474.363,,,,
3137,465.296,487.36,,,,
3138,460.225,517.661,,,,
3139,451.129,506.2455,,,,
3140,457.686,465.1497,,,,
3141,445.472,398.939758,,,,
3142,446.399,509.670166,,,,
3143,476.094,597.5695,,,,
3144,593.458,477.706726,,,,
3145,587.154,533.6427,,,,
3146,570.561,518.802551,,,,
3147,587.452,556.428,,,,
3148,577.338,550.7202,,,,
3149,586.155,607.658,,,,
3150,567.225,587.2498,,,,
3151,554.45,607.7977,,,,
3152,524.534,566.7019,,,,
3153,515.67,490.218,,,,
3154,544.357,584.966736,,,,
3155,517.61,551.861755,,,,
3156,511.063,481.542053,,,,
3157,500.37,547.295532,,,,
3158,480.105,522.2272,,,,
3159,460.847,474.282074,,,,
3160,436.817,421.770782,,,,
3161,439.605,456.017273,,,,
3162,411.824,404.647522,,,,
3163,393.975,557.615234,,,,
3164,370.093,552.639,,,,
3165,375.809,470.6352,,,,
3166,360.366,452.592621,,,,
3167,345.078,380.674957,,,,
3168,333.852,339.579163,,,,
3169,309.57,320.172821,,,,
3170,296.956,303.049561,,,,
3171,288.386,274.5108,,,,
3172,291.28,271.086151,,,,
3173,273.161,239.122742,,,,
3174,258.38,227.707245,,,,
3175,251.654,225.424149,,,,
3176,246.393,215.150192,,,,
3177,300.018,251.6798,,,,
3178,310.432,250.538239,,,,
3179,309.826,291.634064,,,,
3180,315.298,295.058716,,,,
3181,328.799,315.6066,,,,
3182,307.585,250.538239,,,,
3183,295.183,255.104462,,,,
3184,315.204,319.03125,,,,
3185,310.564,282.501648,,,,
3186,301.409,363.551727,,,,
3187,290.666,280.218536,,,,
3188,272.914,227.707245,,,,
3189,272.892,206.017792,,,,
3190,258.537,186.611435,,,,
3191,247.244,216.291748,,,,
3192,230.891,228.8488,,,,
3193,217.271,177.479034,,,,
3194,216.555,163.780426,,,,
3195,209.519,172.912827,,,,
3196,202.614,174.054382,,,,
3197,195.857,172.912827,,,,
3198,186.27,170.62973,,,,
3199,176.018,159.214233,,,,
3200,167.333,154.648026,,,,
3201,163.187,163.780426,,,,
3202,157.8,156.931137,,,,
3203,151.915,151.223373,,,,
3204,148.613,140.949432,,,,
3205,149.935,136.383224,,,,
3206,139.34,134.100128,,,,
3207,152.239,128.39238,,,,
3208,143.529,118.118423,,,,
3209,136.332,107.844467,,,,
3210,129.986,105.561371,,,,
3211,123.69,94.145874,,,,
3212,115.78,90.721222,,,,
3213,108.6,88.438118,,,,
3214,103.843,86.155022,,,,
3215,97.5468,81.931282,,,,
3216,93.658,81.132195,,,,
3217,88.2006,76.223534,,,,
3218,83.2158,77.022621,,,,
3219,80.4998,75.424446,,,,
3220,76.1177,72.570572,,,,
3221,72.1472,69.37423,,,,
3222,68.461,67.09113,,,,
3223,65.06,64.80803,,,,
3224,62.1102,62.06831,,,,
3225,59.3915,59.78521,,,,
3226,56.9472,56.36056,,,,
3227,54.7156,54.19161,,,,
3228,52.618,53.84915,,,,
3229,50.7538,51.79436,,,,
3230,49.0667,49.85372,,,,
3231,47.4736,48.0272446,,,,
3232,45.894,46.88569,,,,
3233,44.4438,45.28752,,,,
3234,43.1033,43.8035049,,,,
3235,41.8457,45.28752,,,,
3236,40.7113,44.71674,,,,
3237,39.6512,46.31492,,,,
3238,38.654,46.08661,,,,
3239,37.7957,44.71674,,,,
3240,36.926,44.37428,,,,
3241,36.1757,44.71674,,,,
3242,35.3994,42.7761154,,,,
3243,34.6864,40.83548,,,,
3244,34.0115,38.20991,,,,
3245,33.3955,37.06836,,,,
3246,32.87,36.61174,,,,
3247,32.3615,35.8126564,,,,
3248,32.9562,32.50216,,,,
3249,32.3743,30.21906,,,,
3250,31.8281,29.1916656,,,,
3251,31.3343,28.2784233,,,,
3252,30.8836,28.963356,,,,
3253,30.446,28.2784233,,,,
3254,30.0311,27.70765,,,,
3255,29.6325,27.25103,,,,
3256,29.2634,25.9953232,,,,
3257,28.9133,26.5660973,,,,
3258,28.5772,25.0820847,,,,
3259,28.2908,24.3971519,,,,
3260,27.9998,22.11405,,,,
3261,27.7211,22.11405,,,,
3262,27.4579,31.2556038,,,,
3263,27.2015,32.3971519,,,,
3264,26.9847,31.4839134,,,,
3265,26.7636,32.3971519,,,,
3266,26.5295,31.2556038,,,,
3267,26.3007,31.0272942,,,,
3268,26.0792,30.5706749,,,,
3269,25.8683,28.744194,,,,
3270,25.6612,26.6894035,,,,
3271,25.4599,25.6620064,,,,
3272,25.2651,24.9770775,,,,
3273,25.0767,24.9770775,,,,
3274,24.8941,24.52046,,,,
3275,24.7166,24.29215,,,,
3276,24.5439,23.8355255,,,,
3277,24.3755,23.49306,,,,
3278,24.2108,23.03644,,,,
3279,24.0519,22.8081322,,,,
3280,23.8949,22.1232033,,,,
3281,23.7406,21.8948936,,,,
3282,23.59,20.6391869,,,,
3283,23.6971,21.0958061,,,,
3284,23.5651,20.6391869,,,,
3285,23.4325,19.8401031,,,,
3286,23.2957,19.8401031,,,,
3287,23.1562,19.38348,,,,
3288,23.4909,18.812706,,,,
3289,23.3562,38.0136223,,,,
3290,23.2176,37.10038,,,,
3291,23.2469,36.87207,,,,
3292,23.113,36.41545,,,,
3293,22.9722,35.844677,,,,
3294,22.8289,35.6163673,,,,
3295,22.684,35.2739,,,,
3296,22.538,34.81728,,,,
3297,22.3917,34.81728,,,,
3298,22.2511,34.4748154,,,,
3299,22.1088,34.4748154,,,,
3300,21.9743,33.90404,,,,
3301,21.8345,34.13235,,,,
3302,21.6911,33.5615768,,,,
3303,21.5494,33.3332672,,,,
3304,21.4437,32.9908,,,,
3305,21.3094,32.4200249,,,,
3306,21.1836,32.9908,,,,
3307,21.0595,32.9908,,,,
3308,20.9246,32.9908,,,,
3309,20.8477,32.9908,,,,
3310,20.7156,33.7898865,,,,
3311,20.5882,33.90404,,,,
3312,20.4719,33.3332672,,,,
3313,20.3711,32.9908,,,,
3314,20.2512,32.8766441,,,,
3315,20.1344,32.4200249,,,,
3316,20.015,32.4200249,,,,
3317,19.8945,31.735096,,,,
3318,19.7733,32.07756,,,,
3319,19.6462,31.5067844,,,,
3320,19.5208,31.39263,,,,
3321,19.4111,30.47939,,,,
3322,19.2848,30.1369247,,,,
3323,19.1625,29.9086151,,,,
3324,19.0487,29.9086151,,,,
3325,18.949,29.2236843,,,,
3326,18.8516,28.5387554,,,,
3327,18.7536,28.88122,,,,
3328,18.6581,30.1369247,,,,
3329,18.5746,29.56615,,,,
3330,18.7908,28.19629,,,,
3331,18.7483,27.8538246,,,,
3332,19.0292,26.4839649,,,,
3333,19.029,26.82643,,,,
3334,19.0329,27.3972054,,,,
3335,18.9506,28.19629,,,,
3336,18.8599,28.5387554,,,,
3337,18.7834,28.19629,,,,
3338,18.7372,27.73967,,,,
3339,18.6474,28.19629,,,,
3340,18.5649,27.054739,,,,
3341,18.5292,26.7122746,,,,
3342,18.5613,26.0273438,,,,
3343,18.453,25.9131889,,,,
3344,18.4615,26.0273438,,,,
3345,18.4385,25.68488,,,,
3346,18.3763,26.0273438,,,,
3347,18.2153,25.3424149,,,,
3348,18.0276,24.7716389,,,,
3349,17.8369,25.22826,,,,
3350,17.7271,26.82643,,,,
3351,17.6718,28.0821342,,,,
3352,18.1369,27.1688938,,,,
3353,19.0186,28.19629,,,,
3354,19.4598,28.88122,,,,
3355,19.7524,26.7122746,,,,
3356,20.8047,26.0273438,,,,
3357,21.4311,26.4839649,,,,
3358,21.9569,26.0273438,,,,
3359,21.6481,24.8857937,,,,
3360,21.4199,25.22826,,,,
3361,21.1864,24.8857937,,,,
3362,21.0871,24.54333,,,,
3363,20.8654,24.0867081,,,,
3364,20.7282,23.7442436,,,,
3365,20.6956,23.515934,,,,
3366,20.6308,22.7168484,,,,
3367,21.5625,22.7168484,,,,
3368,23.8289,24.31502,,,,
3369,25.6133,24.7716389,,,,
3370,26.2401,24.4291744,,,,
3371,27.112,23.9725533,,,,
3372,28.9697,23.6300888,,,,
3373,30.6041,23.9725533,,,,
3374,30.7247,25.3424149,,,,
3375,31.0669,26.7122746,,,,
3376,31.5631,26.36981,,,,
3377,34.4162,32.9908,,,,
3378,35.3179,31.6209412,,,,
3379,35.2585,27.73967,,,,
3380,35.7204,28.19629,,,,
3381,36.5787,32.9908,,,,
3382,37.8918,33.7898865,,,,
3383,37.9677,36.3012962,,,,
3384,39.7754,36.0729866,,,,
3385,43.6074,45.2053871,,,,
3386,46.5441,41.78074,,,,
3387,47.8324,39.38348,,,,
3388,47.7403,38.5843964,,,,
3389,47.3314,40.2967224,,,,
3390,47.6449,45.4336967,,,,
3391,50.3525,46.4610939,,,,
3392,54.2448,43.03644,,,,
